,text,intent_ovr
13376,i was just happy to feel welcomed and not creepy,emotion
13377,i am feeling most disheartened this week,emotion
13378,i blog because i want to be obedient and i feel burdened for my country and this culture that finds abortion acceptable,emotion
13379,i feel like this is another one of those dresses that looks really cool from far away but when i take a closer look i dont like it as much,emotion
13380,i hope you like my efforts and that you will pop across and check out all the other wonderful creations that the team have come up with there are some truly talented ladies on the team so i feel very honoured to be allowed to join them this time,emotion
13381,i last saw him and already im feeling this agitated,emotion
13382,i feel insulted offended and hurt,emotion
13383,i feel that positive vibe just bashing its way slowly but surely through this door of negativity and yet i feel like its not nearly close enough,emotion
13384,i feel very passionate about sharing my story of our family with you,emotion
13385,i feel much more confident that any other time ive been to india in the past,emotion
13386,i had just lost my uncle i would be sad but i feel as if i am devastated,emotion
13387,i have said many times i don t want it to feel fake or overdone,emotion
13388,i am feeling envious of other nations that despite the very small land,emotion
13389,i feel rude feel free to grab the seat next to me,emotion
13390,ive said that i feel like i should explain it so yall dont think im perverse,emotion
13391,i just feel so disgusted with myself,emotion
13392,i feel to it and it benefits from a generous budget for exotic sets and gorgeous matte paintings,emotion
13393,i feel which is ludicrous,emotion
13394,i feel i wear what i wear to show other girls at my school who are timid when it comes to fashion that you won t look weird if you walk around with your head held high,emotion
13395,i can make a sugar laden roasted chocolate cake like the best of em and nobody can even tell its vegan phase which is perfectly understandable for a year old girl to feel i am thrilled that she is a vegan and wish her continued success and health,emotion
13396,im feeling a little smug this evening,emotion
13397,i had such tender feelings for the sweet woman she was as she suffered in silence,emotion
13398,i cant help but feel that bioware have missed an opportunity here,emotion
13399,i still well feel quite ok with my results,emotion
13400,i didnt really want to talk about it with anyone because its kind of selfish and i feel that id rather ignore it than to be selfish about it,emotion
13401,i just wish i didnt feel like my roommates hated me half the time,emotion
13402,i left the talk feeling nervous that we had taken the brief in the wrong sense but we were in a situation where we had already invested to much time into the project that there was no going back,emotion
