,text,subject,intent_ovr
17695,Cambodia deports 74 Chinese arrested for telecom extortion scams,worldnews,facts
17696,China says it has right to bar people from Hong Kong after British activist expelled,worldnews,facts
17697,China's richest man built fortune even as debt mountain climbed,worldnews,facts
17698,Finnish president has strong poll lead ahead of January elections,worldnews,facts
17699,New Zealand held in suspense as kingmaker weighs coalition options,worldnews,facts
17700,Turkey issues arrest warrants for 25 soldiers in post-coup probe - sources,worldnews,facts
17701,Ukraine's controversial law reforms open to revision: Justice Minister,worldnews,facts
17702,Spain gives Catalan leader 8 days to drop independence,worldnews,facts
17703,Turkey detains seven people over explosion at Tupras refinery: NTV,worldnews,facts
17704,Australian court says no guarantee of speedy ruling on citizenship crisis,worldnews,facts
17705,Four other suspects in killing of North Korean Kim Jong Nam named in court,worldnews,facts
17706,Syrian army battles Islamic State in al-Mayadin town: report,worldnews,facts
17707,Russia says U.S. military in Baltic contradicts Russia-NATO agreement: RIA,worldnews,facts
17708,"Colombia peace deal cannot be modified for 12 years, court rules",worldnews,facts
17709,Guatemala Supreme Court will not probe president's salary bonus,worldnews,facts
17710,"Asked to explain 'calm before the storm' remark, Trump talks North Korea",worldnews,facts
17711,China's top paper warns party officials against 'spiritual anesthesia',worldnews,facts
17712,U.S. still seeking explanation for arrest of staff in Turkey: ambassador,worldnews,facts
17713,Turkey expects visa spat with U.S. to be resolved soon: deputy PM,worldnews,facts
17714,Tillerson speaks with Turkish counterpart about visa spat,worldnews,facts
17715,Brazil Supreme Court allows Congress last word on removal of lawmakers,worldnews,facts
17716,Joint Strike Fighter plans stolen in Australia cyber attack,worldnews,facts
17717,Kenya vote in balance as crisis deepens after Odinga quits,worldnews,facts
17718,"Fearing Trump torpedo, Europe scrambles to save Iran deal",worldnews,facts
17719,Iran still trying to buy items for missile development: Germany,worldnews,facts
17720,Japan PM's ruling bloc seen nearing 2/3 majority in Oct. 22 lower house poll: Nikkei,worldnews,facts
17721,"Illinois man charged with kidnapping, death of Chinese scholar",worldnews,facts
17722,Brazil's president treated for small coronary blockage,worldnews,facts
17723,One of Liberia's main parties calls for halt to election results,worldnews,facts
17724,Russia protests to U.S. 'shameful' theft of consulate flags,worldnews,facts
17725,Chile's divided center-left pledges unity for presidential runoff,worldnews,facts
17726,Brazil court freezes ex-leader Rousseff's assets over 2006 refinery deal,worldnews,facts
17727,Mattis says U.S. will work to stay aligned with Turkey despite diplomatic tensions,worldnews,facts
17728,Brutal Myanmar army operation aimed at preventing Rohingya return: U.N,worldnews,facts
17729,Trapped Rohingya Muslims in Myanmar get first substantial food aid in months,worldnews,facts
17730,Mattis looking to see if changes need to be made after Niger ambush,worldnews,facts
17731,France calls for Catalonia discussions within Spanish constitution,worldnews,facts
17732,"Catalans have no choice but to delay, says former adviser",worldnews,facts
17733,Spain gives Catalan leader five days to clarify independence,worldnews,facts
17734,At least 13 killed during prison fight in northern Mexico,worldnews,facts
17735,U.S. flies bombers over Korea as Trump discusses options,worldnews,facts
17736,North Korea says Trump has 'lit the wick of war:' Russia's TASS agency,worldnews,facts
17737,Trump denies seeking nearly tenfold increase in U.S. nuclear arsenal,worldnews,facts
17738,Genocide trial against ex-Guatemalan dictator Rios Montt to restart,worldnews,facts
17739,Italy's government wins confidence votes on contested electoral law,worldnews,facts
17740,Macron calls for French food chain changes to help farmers,worldnews,facts
17741,Turkish court remands German journalist in custody over terrorism charges,worldnews,facts
17742,Kurdistan region says Iraqi forces preparing major attack in oil-rich Kirkuk,worldnews,facts
17743,Mattis slams 'false' reports on Trump request for nuclear arms hike,worldnews,facts
17744,Hezbollah dismisses U.S. rewards for arrest of its operatives,worldnews,facts
17745,Suicide bombers attack Damascus police center: Syrian state media,worldnews,facts
17746,Protesters sentenced to jail in French 'Kung Fu cop' trial,worldnews,facts
17747,Islamic State claims attack on Damascus police center,worldnews,facts
17748,Kenya election board: all eight candidates will be on ballot in repeat poll,worldnews,facts
17749,Moscow may demand U.S. cut diplomatic staff in Russia to 300 or below: RIA,worldnews,facts
17750,Many Nigerians displaced by Boko Haram fighting not ready to return home,worldnews,facts
17751,"Germany registers fewer asylum seekers, on track for annual cap",worldnews,facts
17752,UK government softens immigration rules for Grenfell fire survivors,worldnews,facts
17753,Arab rivalries exposed as Egypt targets Qatar in UNESCO vote,worldnews,facts
17754,Portuguese ex-PM Socrates indicted on corruption charges,worldnews,facts
17755,Britain's Queen Elizabeth bows out of Remembrance wreath-laying ceremony,worldnews,facts
17756,"U.S. carrier drills with Japanese navy around Okinawa, southwest of Korean peninsula",worldnews,facts
17757,London demands answers as British rights activist barred from Hong Kong,worldnews,facts
17758,"Ireland eyes Northern Irish political breakthrough, warns on border",worldnews,facts
17759,Irish postage stamp homage to Che Guevara stokes criticism,worldnews,facts
17760,Turkey says hopes U.S. will lift decision on visa embargo soon,worldnews,facts
17761,"Turkish, U.S. foreign ministers speak by phone amid visa dispute: sources",worldnews,facts
17762,Zambia emergency powers decree to end at midnight on Wednesday,worldnews,facts
17763,Turkey's Erdogan gets warm welcome in mainly Muslim Serbian town,worldnews,facts
17764,Chemical weapons watchdog to get new leader as it investigates Syria,worldnews,facts
17765,Islamic State to fight 'till the end' in Raqqa: U.S. coalition spokesman,worldnews,facts
17766,Dog lover Putin gets top breed pup as gift from Turkmen leader,worldnews,facts
17767,"No Congo election until mid-2019, vote commission says, angering opposition",worldnews,facts
17768,Rights group questions Italy's work with Libya stopping migrants,worldnews,facts
17769,German Greens want anti-austerity Eurogroup head,worldnews,facts
17770,Iran president defends Guards in show of unity anticipating Trump,worldnews,facts
17771,"After 'bloody mess' jab, Macron eyes training, job insurance reform",worldnews,facts
17772,EU withholds $33 million loan to Moldova over justice reform hold-up,worldnews,facts
17773,Pakistan bars a militant-linked group from forming new political party,worldnews,facts
17774,"With far-right in turmoil, France's Le Pen softens anti-EU stance",worldnews,facts
17775,Merkel names refugee expert as foreign policy adviser,worldnews,facts
17776,Pro-Catalonia anarchists enter Spanish embassy in Athens,worldnews,facts
17777,Theresa Maybe? PM refuses to say how she'd vote in another Brexit referendum,worldnews,facts
17778,"Speed up Brexit transition talks or deal will be worthless, says UK's Hammond",worldnews,facts
17779,"Yemen Islamist party members arrested, ratcheting up tensions",worldnews,facts
17780,"Hungary demands faster EU, NATO integration of West Balkans",worldnews,facts
17781,"UK 'not ramping up for no Brexit deal,' says PM May",worldnews,facts
17782,"Russia to donate Kalashnikovs, trucks and munitions to Philippines",worldnews,facts
17783,Spain's Socialist leader agrees with Rajoy to launch constitutional reform,worldnews,facts
17784,New Afghan peace talks expected in Oman but Taliban participation unclear,worldnews,facts
17785,Britain will suffer from Brexit more than EU: German minister,worldnews,facts
17786,Exclusive: U.S. warship sails near islands Beijing claims in South China Sea - U.S. officials,worldnews,facts
17787,North Korea hackers stole South Korea-U.S. military plans to wipe out North Korea leadership: lawmaker,worldnews,facts
17788,"U.S., Russia in extradition tug-of-war over bitcoin fraud suspect in Greece",worldnews,facts
17789,Trump to make working visit to UK in early 2018: report,worldnews,facts
17790,Kenyan police fire teargas at opposition protesters demanding election reforms,worldnews,facts
17791,China says U.S. violated its sovereignty in South China Sea,worldnews,facts
17792,"Murdered North Korean Kim Jong Nam had $100,000 in backpack, police witness says",worldnews,facts
17793,Early 2018 is crunch time for banks' Brexit decisions: UK official,worldnews,facts
17794,Catalonia baulks at formal independence declaration to allow talks,worldnews,facts
17795,Hong Kong leader says Asian financial hub faces 'grave' challenges,worldnews,facts
17796,Thailand prepares to bid farewell to 'the people's king',worldnews,facts
17797,Russia says Islamic State operates near U.S base in Syria unhindered,worldnews,facts
17798,U.S. congressional panels spar over 'Trump dossier' on Russia contacts,worldnews,facts
17799,"Blast at Tupras refinery in Turkey kills four, production unaffected",worldnews,facts
17800,"Philippine president sidelines police in war on drugs, again",worldnews,facts
17801,Iran foreign minister tells lawmakers of plans to respond to Trump moves,worldnews,facts
17802,Kenya parliament passes controversial election law amendment,worldnews,facts
17803,Philippine lawyers ask Supreme Court to halt 'illegal' war on drugs,worldnews,facts
17804,Eurogroup head Dijsselbloem to leave Dutch politics,worldnews,facts
17805,Cambodia's Hun Sen renews criticism of United States amid escalating row,worldnews,facts
17806,Kenya High Court rules minor candidate should be on ballot for poll re-run,worldnews,facts
17807,China calls on all sides to avoid provocations on the Korean peninsula,worldnews,facts
17808,China complains after U.S. destroyer sails through South China Sea,worldnews,facts
17809,Solution to Catalonia crisis only under Spanish law: Germany,worldnews,facts
17810,"U.S. bombs dropped in Afghanistan at highest since 2010, under new Trump strategy",worldnews,facts
17811,Muslims flee Indian village after singer killed in argument with Hindu priest - police,worldnews,facts
17812,How a businessman struck a deal with Islamic State to help Assad feed Syrians,worldnews,facts
17813,Spanish foreign minister calls Catalonia's leader speech a 'trick',worldnews,facts
17814,NZ aircraft maker pleads guilty to breaching U.N. sanctions on North Korea,worldnews,facts
17815,China's Xi looks set to keep right-hand man on despite age,worldnews,facts
17816,China's former U.N. ambassador moved to Taiwan role,worldnews,facts
17817,South Koreans seek to visit once-jointly run factory zone in North,worldnews,facts
17818,Highlights: Hong Kong leader Carrie Lam delivers maiden policy address,worldnews,facts
17819,Bolivians protest Morales' new bid to extend term limits,worldnews,facts
17820,China's Communist Party makes final preparations for key congress,worldnews,facts
17821,"NZ First touts progress in talks to form govt, but decision delayed",worldnews,facts
17822,"Iran hardliners, pragmatists show unity in response to Trump",worldnews,facts
17823,UK reaffirms commitment to Iran nuclear deal in call with Trump: May's office,worldnews,facts
